GEOID,county_name,state,state_name,MRR2010,TractsHTC ,TotPopinHTCTracts,TotPopinHHsHTCTracts,TotPopACS18,TotUnder5,WhiteAloneOrCombo,BlackAloneOrCombo,AmerIndAloneorCombo,AsianAloneOrCombo,NatHawAloneOrCombo,Hispanic,TotPopBornOutUS,FB2010Plus,FB2000Plus,FBNotCit2010Plus,FBNotCit2000Plus,TotPopBornOutUS_IncNative,FB2010Plus_IncNative,FB2000Plus_IncNative,HH_SingleParent,TotHH,Owner_TOTAL,Renter_TOTAL,HHer15to34,HHer35to54,HHer55to64,HHer65plus,TotPopinHHs,HH_Crowded,HH_Owner_Crowded,HH_Renter_Crowded,Units_TOTAL,Units_2Plus,Units_10Plus,Moved2015later,Move10to14,Moved00to09,Moved90to99,Moved1989earlier,GroupQuarterACS18,NoInternet,Internet_NoSub,Internet,DialUpOnly,Broadband_Any,Cellular,CellularOnly,Broadband_CableFiberOpticDSL,Broadband_CableFiberOpticDSLOnly,Satellite,SatelliteOnly,OtherOnly,LEPHHs,LEPspanHHs,LEPindoeurHHs,LEPapacHHs,LEPotherHHs,Poverty_TOTAL,Poverty_Less100,Poverty_Less150,Poverty_Less200
17105,Livingston County,17, Illinois,0.859192121,0,0,0,36324,1979,34327,1798,214,376,0,1627,746,119,298,70,208,868,130,324,1747,14320,10320,4000,2552,4474,3096,4198,33950,210,71,139,15897,2251,679,2056,3692,3663,2218,2691,2374,2471,507,11342,71,11271,8026,1602,8105,2517,1694,518,54,37,28,9,0,0,33902,4680,7527,10825
17107,Logan County,17, Illinois,0.847696163,0,0,0,29207,1565,26744,2013,792,301,4,1000,437,102,153,89,125,602,118,169,851,10872,7909,2963,1862,3416,2369,3225,25054,68,43,25,12062,1494,462,1648,2915,2414,1785,2110,4153,2122,414,8336,57,8279,6158,1046,6391,1632,809,150,0,29,0,17,12,0,25116,2143,4585,6565
17109,McDonough County,17, Illinois,0.796492961,2,7966,4841,30875,1337,28513,1835,199,816,61,835,1195,638,771,585,659,1322,638,771,829,11292,7535,3757,2786,3219,2131,3156,27328,176,128,48,14428,3705,1636,1941,3334,2533,1351,2133,3547,2376,470,8446,69,8377,5414,877,7138,2729,497,71,31,70,30,6,3,31,27248,5993,8073,10547
17111,McHenry County,17, Illinois,0.851161608,0,0,0,307789,16959,289515,6485,1572,10588,245,39326,29539,2096,10294,1761,7236,31803,2503,11110,9082,111812,88631,23181,15839,46206,24645,25122,306079,1665,715,950,118132,14548,4646,15102,26115,38375,19538,12682,1710,8388,1667,101757,566,101191,80735,8753,87319,18374,7428,1138,237,2472,1644,643,170,15,305484,21649,35128,54213
17113,McLean County,17, Illinois,0.809082394,6,24323,19980,173219,10427,147168,16081,934,10767,123,8340,12078,4411,8302,4306,6501,13462,4604,8793,5138,66159,42440,23719,18194,22892,11734,13339,165746,841,269,572,72125,21875,11246,14092,19855,16890,8432,6890,7473,8325,3565,54269,475,53794,34436,5796,46274,18180,2846,606,109,1487,496,527,451,13,165628,24214,35473,46181
17115,Macon County,17, Illinois,0.824953233,3,9217,7912,106512,6553,88708,18403,3315,1634,47,2366,2180,401,1036,324,750,2745,459,1125,5065,44113,30676,13437,8093,13701,9368,12951,102837,488,209,279,50464,8982,4610,7338,11909,11087,5872,7907,3675,8157,1687,34269,121,34148,25248,4384,28146,7791,2256,353,92,120,54,15,51,0,102956,16645,25519,34560
17117,Macoupin County,17, Illinois,0.843130687,0,0,0,45719,2272,44859,632,462,250,9,536,375,55,109,51,77,623,75,135,1766,18772,14321,4451,2937,6276,4054,5505,44803,222,148,74,21710,2008,392,2339,4293,5277,3020,3843,916,3556,458,14758,152,14606,9355,1687,11148,4157,2386,748,44,53,3,9,41,0,44659,5965,10015,14059
17119,Madison County,17, Illinois,0.830440766,1,4425,4399,265670,15516,237701,25840,1818,3918,422,8485,6105,1132,3099,989,1977,8043,1257,3611,10855,107413,76007,31406,20080,37060,21483,28790,260151,1517,517,1000,119056,20025,5795,15889,28026,29278,15962,18258,5519,16877,2735,87801,469,87332,63396,9679,73287,20962,7625,1276,140,564,216,152,191,5,259628,35625,54952,74172
17121,Marion County,17, Illinois,0.865068448,0,0,0,38084,2399,36109,2033,228,286,17,748,512,175,256,175,208,622,186,273,1990,15913,11676,4237,2934,5087,3269,4623,37329,272,147,125,18238,1994,436,2197,4195,4173,2402,2946,755,3209,561,12143,96,12047,8822,2007,8289,2457,1928,583,41,68,43,4,7,14,37027,6630,10800,14789
17123,Marshall County,17, Illinois,0.858452138,0,0,0,11794,651,11623,59,50,75,113,360,171,11,39,11,25,229,11,39,346,4893,4017,876,718,1493,1033,1649,11509,40,32,8,5906,374,50,596,936,1424,714,1223,285,1147,117,3629,40,3589,2556,720,2412,798,514,170,39,10,10,0,0,0,11403,1272,2253,3125
17125,Mason County,17, Illinois,0.868792377,0,0,0,13778,679,13568,197,79,40,6,147,94,0,6,0,6,129,7,13,711,6027,4701,1326,838,1965,1276,1948,13545,58,56,2,7049,474,57,721,1388,1687,868,1363,233,1276,230,4521,50,4471,3161,756,3410,1164,426,72,10,0,0,0,0,0,13517,2080,3604,5256
17127,Massac County,17, Illinois,0.816292876,0,0,0,14430,762,13500,1099,66,108,0,404,80,0,6,0,0,173,22,71,604,6011,4527,1484,986,1928,1168,1929,14097,146,55,91,7153,628,151,727,1611,1826,830,1017,333,1992,151,3868,60,3808,2753,975,2197,668,702,333,7,19,17,0,2,0,14169,2550,3879,5673
17129,Menard County,17, Illinois,0.853072507,0,0,0,12367,668,12181,120,84,99,38,185,96,0,15,0,0,157,0,15,512,5198,4012,1186,815,1760,1110,1513,12229,67,29,38,5718,388,112,733,1395,1442,695,933,138,885,101,4212,25,4187,3227,618,2945,649,808,193,28,0,0,0,0,0,12139,1163,1873,3022
17131,Mercer County,17, Illinois,0.870691025,0,0,0,15693,784,15385,200,67,131,2,364,191,39,67,9,20,237,39,79,576,6624,5157,1467,1022,2209,1372,2021,15467,40,26,14,7420,623,231,724,1557,1811,1155,1377,226,1240,153,5231,77,5154,3945,913,3710,1021,641,100,13,10,6,0,4,0,15458,1762,2793,3902
17133,Monroe County,17, Illinois,0.88818496,0,0,0,33936,1808,33456,94,155,383,0,514,560,80,245,51,167,689,103,268,791,13349,11277,2072,1853,4952,2945,3599,33680,96,93,3,14062,1331,360,1560,3282,4047,2246,2214,256,1889,447,11013,76,10937,7746,835,9446,2712,1022,149,132,52,0,0,52,0,33672,1673,2997,4734
17135,Montgomery County,17, Illinois,0.848376498,0,0,0,29009,1441,27346,1561,125,127,13,504,281,5,62,5,25,328,6,67,1058,11339,8742,2597,1988,3257,2391,3703,25722,170,60,110,13111,1057,261,1352,2716,2951,1859,2461,3287,2726,255,8358,96,8262,4334,976,6482,3390,964,352,62,48,37,11,0,0,25706,4098,6380,9013
17137,Morgan County,17, Illinois,0.845629217,0,0,0,34426,1775,31638,2800,170,318,20,816,665,271,455,271,324,838,298,509,1451,13864,9405,4459,2328,4676,2914,3946,30818,135,97,38,15474,2845,1141,2245,3928,3390,1948,2353,3608,2859,476,10529,121,10408,6959,1683,7317,2824,1746,497,32,66,0,51,15,0,30991,4518,7547,10686
17139,Moultrie County,17, Illinois,0.854938272,0,0,0,14703,996,14528,167,65,45,0,197,165,22,44,22,42,212,30,63,398,5910,4586,1324,1116,1919,1116,1759,14356,194,168,26,6446,670,181,812,1414,1683,1009,992,347,1287,175,4448,15,4433,3042,793,3148,1197,473,156,22,54,0,54,0,0,14416,1321,2758,4145
17141,Ogle County,17, Illinois,0.859067997,0,0,0,51328,2799,49152,1017,326,401,43,5108,2583,445,1361,434,1102,2875,461,1406,2105,20901,15449,5452,3283,7339,4327,5952,50752,460,297,163,22660,3427,824,3255,4526,5890,3307,3923,576,3679,597,16625,146,16479,12428,2764,11609,3282,2237,607,12,284,241,28,12,3,50482,4998,9965,14319
17143,Peoria County,17, Illinois,0.815760009,9,20707,18475,184463,12802,140760,37541,1530,8639,196,8681,10247,2512,5809,2308,4520,11515,2652,6075,9042,73629,47914,25715,15714,24919,14266,18730,179264,915,337,578,83751,19379,11390,12377,21532,18524,9364,11832,5199,14791,2744,56094,411,55683,37102,7338,46432,16746,3784,651,84,901,311,300,241,49,179239,29140,45520,60492
17145,Perry County,17, Illinois,0.857554711,0,0,0,21384,1117,19192,2124,103,148,2,657,236,60,102,25,57,286,60,105,896,8323,6238,2085,1402,2729,1678,2514,18747,83,40,43,9583,1348,417,1201,1653,2395,1402,1672,2637,1871,313,6139,80,6059,4186,1433,3950,1584,773,224,6,14,14,0,0,0,18699,3046,4671,6740
17147,Piatt County,17, Illinois,0.868441065,0,0,0,16427,957,16219,144,194,110,1,213,189,17,93,17,77,270,17,133,521,6700,5478,1222,1006,2195,1428,2071,16348,23,15,8,7404,624,155,984,1556,1678,1057,1425,79,899,198,5603,18,5585,4647,1152,3870,713,526,109,13,13,3,0,10,0,16335,970,1793,3040
17149,Pike County,17, Illinois,0.821250603,0,0,0,15754,961,15389,321,88,65,1,195,67,3,27,3,12,111,3,34,650,6527,5106,1421,1152,2038,1366,1971,15259,74,64,10,7992,594,54,832,1648,1847,836,1364,495,1711,254,4562,65,4497,2702,827,2867,1299,851,366,32,3,0,3,0,0,15223,2114,4294,5897
17151,Pope County,17, Illinois,0.766705744,0,0,0,4249,173,3944,249,10,46,11,79,37,5,11,5,9,37,5,11,45,1644,1399,245,105,362,447,730,4007,15,15,0,2827,123,4,147,196,443,421,437,242,624,15,1005,19,986,689,182,684,250,139,17,0,0,0,0,0,0,4078,537,799,1462
17153,Pulaski County,17, Illinois,0.73375,1,2562,2557,5611,313,3879,1810,62,38,0,124,68,27,50,27,37,95,27,50,163,2173,1626,547,235,576,506,856,5586,14,5,9,3167,344,58,149,484,672,338,530,25,983,68,1122,11,1111,787,425,454,221,214,64,18,15,10,3,2,0,5559,1048,2095,2869
17155,Putnam County,17, Illinois,0.856964657,0,0,0,5746,242,5655,61,52,43,0,308,168,9,32,7,28,170,9,32,192,2395,1929,466,309,767,535,784,5740,32,19,13,3147,195,9,292,517,669,405,512,6,454,86,1855,5,1850,1289,386,1140,387,352,140,2,9,7,0,2,0,5686,501,831,1291
17157,Randolph County,17, Illinois,0.853646012,0,0,0,32546,1626,28809,3504,155,203,63,996,427,85,191,55,144,538,97,216,1103,11873,8987,2886,2021,3817,2540,3495,28422,109,77,32,13932,1595,322,1762,2590,3066,1930,2525,4124,2742,316,8815,153,8662,5933,1406,6461,2302,1067,299,4,32,6,20,0,6,28386,3663,6946,9339
17159,Richland County,17, Illinois,0.870193835,0,0,0,15881,1057,15436,195,94,182,0,264,339,68,262,68,218,388,68,262,572,6482,4649,1833,997,2128,1309,2048,15573,28,8,20,7516,761,295,872,1701,1540,1045,1324,308,1327,265,4890,65,4825,3379,864,3383,1100,636,201,34,31,0,18,13,0,15597,2336,4024,5780
17161,Rock Island County,17, Illinois,0.8175663,3,7063,6586,145275,9181,122542,17865,1337,4547,236,18459,11598,2613,7087,2437,5081,12818,2794,7420,7451,60294,41392,18902,11020,19729,11890,17655,140451,1195,390,805,66116,14646,7256,9411,15754,15095,8813,11221,4824,10962,1842,47490,281,47209,34952,6553,38489,10885,3740,521,118,1687,541,576,363,207,140213,20807,32390,46373
17163,St. Clair County,17, Illinois,0.807385589,7,24256,23905,263463,16721,175477,83451,2302,5673,276,10507,7689,1896,3939,1703,3013,11350,2731,5288,12980,103063,66915,36148,19097,36935,21897,25134,259702,1275,516,759,119795,25231,7145,16016,28668,27598,14167,16614,3761,22936,4604,75523,734,74789,51959,9241,60966,19817,6346,1166,419,939,473,175,229,62,259341,42410,65145,85647
17165,Saline County,17, Illinois,0.829860736,0,0,0,24231,1472,23161,1186,270,220,57,430,246,12,111,12,47,412,24,153,1235,10002,7240,2762,1758,3121,2080,3043,23728,194,76,118,11692,1338,412,1331,2782,2513,1707,1669,503,2774,320,6908,117,6791,4752,1467,4711,1706,753,125,52,63,0,43,20,0,23643,5260,8251,10478
17167,Sangamon County,17, Illinois,0.83629665,4,10456,10429,197661,11423,166410,28360,1664,5016,159,4449,6097,1989,3596,1860,2690,7103,2151,3833,9870,83661,57651,26010,15747,29481,16991,21442,193546,1347,389,958,91420,17472,7186,14534,23572,21825,12404,11326,4115,13152,4059,66450,382,66068,50265,7736,54223,13928,6533,668,194,400,64,121,158,57,193495,29431,43336,56435
17169,Schuyler County,17, Illinois,0.809408509,0,0,0,7064,300,6539,546,78,11,0,29,120,105,110,105,106,130,105,113,323,2836,2169,667,458,904,497,977,6175,8,8,0,3452,315,35,345,673,635,576,607,889,550,90,2196,0,2196,1332,319,1670,761,261,70,4,71,0,71,0,0,6869,1468,1857,2574
17171,Scott County,17, Illinois,0.845605701,0,0,0,5047,245,4988,29,27,21,10,62,43,16,18,16,16,74,16,18,169,1959,1532,427,239,696,395,629,4995,37,4,33,2464,175,3,213,396,469,360,521,52,367,41,1551,19,1532,827,163,1014,493,393,175,9,9,0,0,9,0,4930,638,1091,1437
17173,Shelby County,17, Illinois,0.844238564,0,0,0,21832,1179,21569,235,99,29,0,226,65,3,19,0,12,117,3,20,728,9203,7384,1819,1341,2935,1909,3018,21616,141,27,114,10584,641,189,1069,1755,2490,1732,2157,216,2282,291,6630,122,6508,3514,986,4876,2472,785,336,40,2,2,0,0,0,21617,2423,4851,6958
17175,Stark County,17, Illinois,0.831783601,0,0,0,5500,310,5399,56,28,61,0,88,80,15,41,15,24,89,15,41,204,2294,1841,453,324,753,480,737,5398,16,12,4,2652,167,12,219,455,586,458,576,102,574,51,1669,17,1652,1156,375,1114,422,195,58,5,1,1,0,0,0,5387,866,1479,1738
17177,Stephenson County,17, Illinois,0.862012816,0,0,0,45433,2513,40335,5347,350,445,42,1725,1023,213,619,188,394,1170,256,681,2663,19609,13468,6141,3137,6469,3974,6029,44617,134,46,88,21961,4466,1641,3056,4647,4565,3416,3925,816,3883,497,15229,142,15087,10795,2722,10647,3525,1621,480,124,91,63,6,22,0,44575,6435,11262,16400
17179,Tazewell County,17, Illinois,0.854171437,0,0,0,133852,8005,129985,2559,840,1736,71,3019,2631,444,901,407,714,3313,556,1089,4741,54613,41756,12857,9888,18673,10845,15207,131197,674,320,354,58768,8494,3144,7808,14678,14701,8311,9115,2655,8832,1290,44491,299,44192,32511,6530,35792,10909,2306,430,54,137,108,4,25,0,130679,11205,21065,31614
17181,Union County,17, Illinois,0.841696442,0,0,0,17127,907,16486,417,157,114,0,876,541,50,238,50,191,666,61,249,715,6669,5176,1493,1007,2139,1490,2033,16667,196,114,82,7999,649,223,773,1839,1771,1017,1269,460,2172,222,4275,63,4212,3108,1583,2144,846,501,173,10,9,9,0,0,0,16909,3056,4925,6590
17183,Vermilion County,17, Illinois,0.817266794,1,2014,2014,78407,5142,65624,11786,505,892,76,3877,1692,324,856,274,629,2143,383,981,4084,31180,21563,9617,5483,9952,6397,9348,75653,501,264,237,36133,5463,2084,4516,8202,7819,4433,6210,2754,7819,772,22589,168,22421,16699,5141,14730,4854,3079,516,34,167,142,25,0,0,75190,14728,21964,29594
17185,Wabash County,17, Illinois,0.839529511,0,0,0,11573,731,11295,126,62,196,0,271,227,75,137,60,82,300,88,152,338,4896,3737,1159,826,1519,1019,1532,11483,54,54,0,5578,537,341,549,1160,1354,757,1076,90,880,210,3806,73,3733,2511,643,2753,986,430,104,13,45,45,0,0,0,11469,1359,2464,3567
17187,Warren County,17, Illinois,0.835506367,0,0,0,17338,1080,15634,637,233,453,0,1631,848,176,498,176,427,1009,289,613,724,6690,5053,1637,968,2239,1443,2040,16161,253,132,121,7693,884,260,796,1778,1755,1111,1250,1177,1079,227,5384,119,5265,4063,1214,3522,969,717,151,6,191,123,21,47,0,16158,2010,3867,5601
17189,Washington County,17, Illinois,0.866302625,0,0,0,14155,768,13878,204,47,89,8,201,116,27,64,25,42,174,60,103,443,5975,4700,1275,1040,2004,1222,1709,13898,120,69,51,6629,370,70,716,1431,1652,921,1255,257,1274,238,4463,43,4420,3103,623,3287,1094,581,136,12,10,10,0,0,0,13925,1139,2097,3285
17191,Wayne County,17, Illinois,0.849034175,0,0,0,16487,1033,16089,384,86,74,9,81,111,51,57,51,55,163,55,74,575,7075,5400,1675,1168,2193,1393,2321,16414,142,74,68,7943,563,172,885,1526,1990,1127,1547,73,1920,251,4904,75,4829,3335,962,3471,1249,450,155,23,87,39,41,7,0,16386,2303,3995,5898
17193,White County,17, Illinois,0.873217116,0,0,0,14025,810,13856,201,32,51,10,198,175,29,109,21,74,210,29,109,564,6082,4738,1344,1066,1762,1263,1991,13637,80,68,12,7176,708,135,786,1482,1512,1041,1261,388,1439,182,4461,55,4406,3195,812,3056,945,498,164,68,24,24,0,0,0,13613,1786,3501,4868
17195,Whiteside County,17, Illinois,0.858767604,0,0,0,56396,3213,53824,1412,368,529,96,6687,1789,212,806,182,590,2316,283,1011,2237,23346,17553,5793,3986,7380,4748,7232,55327,233,96,137,25836,4163,1157,2956,5612,6062,3798,4918,1069,4128,668,18550,135,18415,12954,2545,14287,4570,1682,533,82,248,197,34,17,0,55287,5862,10811,16917
17197,Will County,17, Illinois,0.833702455,11,33237,28525,688697,41129,523431,86682,4867,43466,435,117522,83345,7728,32273,6601,20896,88852,8731,34597,21747,227848,184653,43195,32146,102233,45125,48344,679440,4048,2285,1763,242568,29058,13960,29895,51996,84527,35834,25596,9257,22336,4839,200673,894,199779,141431,15679,177113,54245,13359,1910,303,7592,5148,1418,724,302,678516,47519,86269,128716
17199,Williamson County,17, Illinois,0.823916879,1,3803,3782,67299,3986,62965,3725,498,999,71,1749,1138,333,674,231,403,1561,333,763,2818,27089,18929,8160,4812,8973,5522,7782,65241,280,70,210,31200,5076,850,4068,7255,8226,3541,3999,2058,6214,636,20239,187,20052,14662,4987,13413,4575,2345,447,41,172,57,26,89,0,64949,9754,15921,22266
17201,Winnebago County,17, Illinois,0.822839395,9,19518,18039,286174,17976,234214,41939,2657,9473,355,35640,24037,3320,10294,3051,7168,26788,3835,11594,15409,114608,75348,39260,21018,39853,23413,30324,281916,2445,863,1582,125772,30293,9801,18633,30386,31219,17167,17203,4258,17945,4663,92000,630,91370,67674,11946,74720,21138,6762,1240,174,2775,1552,564,468,191,280982,43932,71340,98740
17203,Woodford County,17, Illinois,0.879045131,0,0,0,38817,2384,38206,479,190,385,0,695,501,66,181,32,48,693,106,272,999,14566,11936,2630,2309,5265,2904,4088,37739,133,61,72,15540,1420,316,1648,3786,4210,2098,2824,1078,2262,340,11964,114,11850,8892,1483,9402,2520,1168,306,40,35,20,5,6,4,37783,2737,4710,7664
18001,Adams County,18, Indiana,0.834135028,0,0,0,35195,3317,34191,413,57,152,0,1588,362,66,113,66,83,508,76,140,1096,12476,9634,2842,2600,4057,2395,3424,34623,624,494,130,13226,1831,760,2128,2986,3118,1618,2626,572,3329,487,8660,259,8401,5905,1541,6048,2122,953,258,10,186,26,151,9,0,34374,5767,9455,12740
18003,Allen County,18, Indiana,0.823281865,14,46655,45177,370016,26158,306061,51620,3585,16279,467,27170,24026,4430,13779,3754,8961,26337,4764,14434,17774,143500,97949,45551,32116,50563,27639,33182,364347,2155,916,1239,156955,32558,15702,25931,42526,37741,18740,18562,5669,22366,4782,116352,583,115769,84830,13445,98840,28704,5296,842,215,3038,1199,384,1291,164,363717,52158,87433,122392
18005,Bartholomew County,18, Indiana,0.821266889,1,3982,3965,81893,5449,71434,2479,656,6091,138,5423,8520,4022,6706,3970,6433,8847,4075,6814,3389,31669,22587,9082,6574,11174,5701,8220,80952,895,350,545,34134,5571,2498,5593,8907,7917,4358,4894,941,5920,1103,24646,219,24427,17122,2676,20288,6489,2139,467,92,702,409,74,197,22,80855,10508,15585,23369
18007,Benton County,18, Indiana,0.839016897,0,0,0,8667,553,8576,106,43,25,18,445,145,0,50,0,31,171,13,63,386,3403,2453,950,564,1153,736,950,8546,61,13,48,3921,354,57,448,847,881,520,707,121,712,134,2557,45,2512,1738,291,1793,570,530,156,14,9,5,4,0,0,8566,1381,2485,3384
18009,Blackford County,18, Indiana,0.855514096,0,0,0,12129,633,12022,42,234,48,0,191,191,65,71,48,54,238,65,71,521,5225,3962,1263,916,1589,1097,1623,11969,106,33,73,6025,727,119,628,1545,1087,720,1245,160,1211,398,3616,36,3580,2441,716,2382,932,549,183,0,0,0,0,0,0,11914,1496,2996,4482
18011,Boone County,18, Indiana,0.853818943,0,0,0,64321,4313,61108,1445,404,2058,0,1842,2443,687,1511,607,1260,2968,783,1648,2117,24645,18905,5740,4803,10403,4389,5050,63673,330,78,252,26544,4254,2092,4784,7845,6146,3367,2503,648,2747,627,21271,136,21135,15716,1545,18013,4649,2694,363,106,176,30,55,91,0,63536,3441,6750,10798
18013,Brown County,18, Indiana,0.879769895,0,0,0,15034,568,14729,224,123,86,0,249,259,20,48,20,39,361,20,99,499,6093,5091,1002,578,1849,1632,2034,14895,115,81,34,8638,472,273,837,1301,1750,1201,1004,139,1241,332,4520,94,4426,3136,1026,2732,1047,838,152,0,0,0,0,0,0,14851,1402,2802,4111
18015,Carroll County,18, Indiana,0.852909041,0,0,0,19994,1045,19355,158,101,134,35,787,585,92,345,46,191,667,92,382,589,7880,6371,1509,1130,2699,1711,2340,19875,126,20,106,9574,656,136,998,1743,2059,1382,1698,119,1703,199,5978,86,5892,3938,766,4476,1581,807,248,29,22,9,0,13,0,19806,2012,3819,5767
18017,Cass County,18, Indiana,0.843019032,0,0,0,38084,2290,32705,805,296,806,32,5667,3442,727,1926,727,1571,3832,734,2027,1672,14666,10902,3764,2020,5324,2966,4356,36890,269,134,135,16401,2030,479,2041,3508,3778,1992,3347,1194,3181,686,10799,56,10743,7073,1531,7896,2986,1339,428,75,616,499,11,97,9,37007,5413,9847,14177
18019,Clark County,18, Indiana,0.814150205,1,2837,2765,115702,7309,105067,10480,809,1588,306,6147,4134,633,2011,513,1408,4823,705,2135,4311,44275,31193,13082,7987,16136,9080,11072,113946,460,293,167,50140,9241,4213,7275,12490,12044,6343,6123,1756,9223,1697,33355,206,33149,24124,3202,27890,8090,2930,427,77,407,283,12,61,51,113745,11328,22628,32472
18021,Clay County,18, Indiana,0.824616023,0,0,0,26268,1547,25905,575,212,121,14,98,219,14,83,14,49,323,59,128,1185,10510,8083,2427,1789,3760,2166,2795,25785,199,48,151,11791,1069,272,1248,2462,3122,1517,2161,483,2336,359,7815,50,7765,5335,1220,5898,2020,756,216,57,7,0,0,7,0,25759,3599,5969,8440
18023,Clinton County,18, Indiana,0.831648658,0,0,0,32301,2217,30471,491,152,151,48,5028,2248,178,1233,157,1031,2408,186,1300,1201,12007,8601,3406,2178,4112,2553,3164,31687,252,145,107,13321,1947,680,1787,3097,3041,1917,2165,614,2459,466,9082,79,9003,6112,1472,6478,2382,1000,340,95,420,403,0,17,0,31414,3930,7119,10895
18025,Crawford County,18, Indiana,0.869090909,0,0,0,10581,563,10497,72,211,2,0,151,19,0,0,0,0,65,16,16,346,3915,3241,674,474,1271,865,1305,10481,92,88,4,5541,183,60,451,812,1150,739,763,100,1388,72,2455,59,2396,1519,665,1277,610,415,227,23,3,2,0,0,1,10389,1608,3098,4056
18027,Daviess County,18, Indiana,0.844131803,0,0,0,32937,2596,31778,755,109,189,10,1583,905,44,537,44,491,1015,98,620,995,11417,8381,3036,2400,3663,2295,3059,32361,393,307,86,12551,1716,582,1648,2993,2968,1803,2005,576,3574,264,7579,98,7481,5388,1521,5304,1768,777,225,10,227,126,86,15,0,32420,4110,8440,12880
18029,Dearborn County,18, Indiana,0.859285151,0,0,0,49501,2578,48456,612,263,305,75,614,514,71,116,71,92,768,71,181,1743,18648,14706,3942,2493,7028,4065,5062,48918,236,51,185,20422,2813,1092,2396,3923,5818,3307,3204,583,2877,561,15210,328,14882,9487,1685,11797,4396,1699,693,88,18,18,0,0,0,48787,4973,8578,11987
18031,Decatur County,18, Indiana,0.84013427,0,0,0,26552,1731,25858,222,235,379,0,515,486,231,287,203,248,582,252,308,1081,10425,7199,3226,2064,3519,2213,2629,26170,115,84,31,11380,1792,476,1536,2983,2865,1396,1645,382,2207,683,7535,54,7481,5609,1314,5206,1476,1018,189,76,39,29,0,0,10,26040,3302,5176,7965
18033,DeKalb County,18, Indiana,0.838754554,0,0,0,42704,2625,42277,213,524,309,3,1188,589,25,215,13,120,803,40,239,2147,16789,12860,3929,3244,5937,3412,4196,42239,143,98,45,17921,2283,814,2929,4037,4399,2743,2681,465,2996,588,13205,167,13038,10054,2367,9230,2425,1564,359,54,141,78,63,0,0,42150,4536,8033,12852
18035,Delaware County,18, Indiana,0.808057405,5,14891,9390,115616,5860,104489,9726,801,2067,278,2751,2631,921,1561,883,1365,3328,934,1674,4766,46028,29688,16340,11960,14036,8116,11916,108379,613,368,245,52710,10778,3794,8834,12999,10765,5309,8121,7237,8362,2393,35273,191,35082,26174,4417,28666,7966,3360,476,46,241,62,14,157,8,108558,23360,34372,45813
